videoname,time,label
video_validation_0000051,28.950011190570237,Background
video_validation_0000052,5.008187040989893,Background
video_validation_0000053,7.494658740054353,Background
video_validation_0000053,20.988197872912934,Background
video_validation_0000053,27.251512214737943,Background
video_validation_0000053,46.816634739355024,Background
video_validation_0000053,58.08047858014244,Background
video_validation_0000053,71.52495978790544,Background
video_validation_0000053,90.2234507823737,Background
video_validation_0000053,99.17073443658538,Background
video_validation_0000053,99.85052318377633,Background
video_validation_0000053,127.73460880403792,Background
video_validation_0000053,139.65104977549095,Background
video_validation_0000053,149.8542204577831,Background
video_validation_0000053,159.02126764443918,Background
video_validation_0000053,176.25448676817035,Background
video_validation_0000053,186.8474387335463,Background
video_validation_0000053,192.18022800613522,Background
video_validation_0000054,16.874926563979805,Background
video_validation_0000054,133.36108711802177,Background
video_validation_0000055,19.872457288300836,Background
video_validation_0000055,41.546497334214436,Background
video_validation_0000055,52.3125961891204,Background
video_validation_0000055,67.73852386950487,Background
video_validation_0000056,3.3921875430154755,Background
video_validation_0000056,34.39642949001306,Background
video_validation_0000056,44.67877134110271,Background
video_validation_0000057,8.44304469866837,Background
video_validation_0000057,22.98566059793658,Background
video_validation_0000057,61.92843500272379,Background
video_validation_0000057,77.88589719319157,Background
video_validation_0000057,84.17742137771248,Background
video_validation_0000057,102.82082612472988,Background
video_validation_0000057,115.96271292544996,Background
video_validation_0000057,121.47918917600768,Background
video_validation_0000057,144.1271020588825,Background
video_validation_0000057,155.5498867418359,Background
video_validation_0000057,164.24896913480677,Background
video_validation_0000057,195.40618513215347,Background
video_validation_0000057,217.35987613772005,Background
video_validation_0000058,5.814972718615215,Background
video_validation_0000059,0.7334718613598676,Background
video_validation_0000059,18.32832727569404,Background
video_validation_0000059,33.59838938349232,Background
video_validation_0000060,3.576913520683982,Background
video_validation_0000060,55.68043210132437,Background
video_validation_0000060,61.93465303828255,Background
video_validation_0000060,69.3284708544314,Background
video_validation_0000060,104.48888090961299,Background
video_validation_0000060,109.3722079612478,Background
video_validation_0000060,130.8637893116658,Background
video_validation_0000060,145.03733099911602,Background
video_validation_0000060,148.33012943021416,Background
video_validation_0000060,173.78355480152604,Background
video_validation_0000151,6.295978263936496,Background
video_validation_0000152,11.070497142742397,Background
video_validation_0000152,37.53232574452558,Background
video_validation_0000153,0.7092325682924184,Background
video_validation_0000153,17.516993278405515,Background
video_validation_0000153,33.9905740874755,Background
video_validation_0000154,2.592720307211477,Background
video_validation_0000154,14.415327175388617,Background
video_validation_0000155,7.962497837679869,Background
video_validation_0000155,61.73294526826085,Background
video_validation_0000156,1.160800279224234,Background
video_validation_0000157,0.07278680446727208,Background
video_validation_0000157,20.07069115878818,Background
video_validation_0000158,2.273110972472317,Background
video_validation_0000158,23.325858424093354,Background
video_validation_0000158,148.07569367436108,Background
video_validation_0000158,204.96251043151196,Background
video_validation_0000158,229.104024012035,Background
video_validation_0000158,251.8701661935982,Background
video_validation_0000158,271.54747344705237,Background
video_validation_0000159,21.194091379611017,Background
video_validation_0000159,56.0945914649049,Background
video_validation_0000159,129.61095812643512,Background
video_validation_0000159,186.9662506550485,Background
video_validation_0000159,257.29152365392235,Background
video_validation_0000159,322.18189204359146,Background
video_validation_0000159,402.05350613469113,Background
video_validation_0000159,419.1742030014492,Background
video_validation_0000160,32.49127976876776,Background
video_validation_0000160,90.31926536696768,Background
video_validation_0000160,122.97214201394536,Background
video_validation_0000160,317.92447787178446,Background
video_validation_0000161,9.853751728922008,Background
video_validation_0000162,0.0,Background
video_validation_0000162,3.260213770581077,Background
video_validation_0000162,14.793594246676381,Background
video_validation_0000162,46.02554749966547,Background
video_validation_0000162,75.58516346329048,Background
video_validation_0000162,87.56124674854789,Background
video_validation_0000162,89.10367158749573,Background
video_validation_0000162,92.4886971068527,Background
video_validation_0000162,102.54449682457556,Background
video_validation_0000162,115.50600579814818,Background
video_validation_0000162,121.41902977877298,Background
video_validation_0000162,130.41088488390997,Background
video_validation_0000162,145.2303581130334,Background
video_validation_0000162,149.91020359775374,Background
video_validation_0000162,152.90858029013742,Background
video_validation_0000162,157.30839900200706,Background
video_validation_0000162,166.32204913870353,Background
video_validation_0000162,167.5301565563008,Background
video_validation_0000162,170.65949586208015,Background
video_validation_0000162,177.12422800074404,Background
video_validation_0000162,140.02765113066653,Background
video_validation_0000162,45.402053452755894,Background
video_validation_0000162,8.155609922374785,Background
video_validation_0000162,37.778003647975574,Background
video_validation_0000162,55.983565442039705,Background
video_validation_0000162,79.93334299349355,Background
video_validation_0000162,87.40048598848496,Background
video_validation_0000162,88.94960571705374,Background
video_validation_0000162,94.04949775607517,Background
video_validation_0000163,10.762381057880457,Background
video_validation_0000163,42.660364204334236,Background
video_validation_0000163,81.7884565836228,Background
video_validation_0000163,103.16571273099566,Background
video_validation_0000163,131.10501458115556,Background
video_validation_0000163,134.19288490730258,Background
video_validation_0000163,173.3342751988002,Background
video_validation_0000163,154.91438708762692,Background
video_validation_0000163,49.02814687726562,Background
video_validation_0000163,72.21987048836705,Background
video_validation_0000163,101.78616350934008,Background
video_validation_0000163,126.34176619832034,Background
video_validation_0000164,17.08613174754526,Background
video_validation_0000164,101.6738844459208,Background
video_validation_0000164,108.36047839854818,Background
video_validation_0000164,136.06233025164622,Background
video_validation_0000164,108.54587218249061,Background
video_validation_0000164,98.81588911536406,Background
video_validation_0000165,35.131127397482764,Background
video_validation_0000165,49.807342410201066,Background
video_validation_0000165,59.70430627937263,Background
video_validation_0000165,67.13530101256964,Background
video_validation_0000165,81.02770436852217,Background
video_validation_0000165,58.62513806556325,Background
video_validation_0000165,46.98423459665944,Background
video_validation_0000165,57.3143183036818,Background
video_validation_0000166,49.114987544644386,Background
video_validation_0000166,84.6186737859433,Background
video_validation_0000167,2.628044546996001,Background
video_validation_0000167,17.45924246254937,Background
video_validation_0000167,23.738318753834736,Background
video_validation_0000167,37.18900831209748,Background
video_validation_0000167,41.63722589873409,Background
video_validation_0000167,68.1168015258433,Background
video_validation_0000167,84.7988064905481,Background
video_validation_0000167,90.33643779886366,Background
video_validation_0000167,92.04841482371468,Background
video_validation_0000167,99.38719873561696,Background
video_validation_0000167,109.78767923508822,Background
video_validation_0000167,117.30541230275979,Background
video_validation_0000167,146.47162141370146,Background
video_validation_0000167,149.16670235423499,Background
video_validation_0000168,7.141748147766404,Background
video_validation_0000168,20.69593065559135,Background
video_validation_0000168,24.859937079102252,Background
video_validation_0000168,30.661544982411666,Background
video_validation_0000168,37.451869049887236,Background
video_validation_0000168,50.54829898761751,Background
video_validation_0000168,55.3612423071306,Background
video_validation_0000168,61.306065278606454,Background
video_validation_0000168,67.78504046899035,Background
video_validation_0000168,75.9669719232158,Background
video_validation_0000168,87.72400121525227,Background
video_validation_0000168,98.29030935148823,Background
video_validation_0000168,105.0850460791703,Background
video_validation_0000168,108.8367981715213,Background
video_validation_0000168,126.2521156721868,Background
video_validation_0000168,135.7777734592439,Background
video_validation_0000168,18.505829658924682,Background
video_validation_0000168,21.9959991718967,Background
video_validation_0000168,23.988150052877888,Background
video_validation_0000169,1.505622548990793,Background
video_validation_0000169,5.329372074195671,Background
video_validation_0000169,9.360893528126574,Background
video_validation_0000169,15.35280832432396,Background
video_validation_0000169,25.382288588184082,Background
video_validation_0000169,29.547826977891873,Background
video_validation_0000169,31.983378026397002,Background
video_validation_0000169,35.12726887701679,Background
video_validation_0000169,34.19097460703302,Background
video_validation_0000169,37.82908775012684,Background
video_validation_0000169,44.901550980405645,Background
video_validation_0000169,49.75579584093848,Background
video_validation_0000169,50.28583923981367,Background
video_validation_0000169,57.7807404200944,Background
video_validation_0000169,66.37266294006326,Background
video_validation_0000169,67.14097261808752,Background
video_validation_0000169,70.0294100133403,Background
video_validation_0000169,72.16186931085763,Background
video_validation_0000169,75.55726357674405,Background
video_validation_0000169,76.73046948441467,Background
video_validation_0000169,76.94974915323172,Background
video_validation_0000169,80.30199091143173,Background
video_validation_0000169,85.4007267436755,Background
video_validation_0000169,87.19105803938577,Background
video_validation_0000169,89.15020249822588,Background
video_validation_0000169,94.65397467987533,Background
video_validation_0000169,96.84606255781766,Background
video_validation_0000169,105.41081860502179,Background
video_validation_0000169,106.38805683677226,Background
video_validation_0000169,107.73819668745352,Background
video_validation_0000169,113.82295736950364,Background
video_validation_0000169,115.40027609819994,Background
video_validation_0000169,119.61723481864082,Background
video_validation_0000169,122.43168362321113,Background
video_validation_0000169,123.27494800799901,Background
video_validation_0000169,125.38208591154995,Background
video_validation_0000169,126.23714412911363,Background
video_validation_0000169,127.15237713000077,Background
video_validation_0000169,129.28787159343153,Background
video_validation_0000169,131.0967247480013,Background
video_validation_0000169,136.49915742318512,Background
video_validation_0000169,136.7366543553332,Background
video_validation_0000169,152.11254624999518,Background
video_validation_0000169,155.3044794451207,Background
video_validation_0000169,158.25896906957874,Background
video_validation_0000169,159.69741466521654,Background
video_validation_0000169,160.64673367387462,Background
video_validation_0000169,162.46463598659975,Background
video_validation_0000169,166.40401192214657,Background
video_validation_0000169,174.37735216816802,Background
video_validation_0000169,176.4662235995905,Background
video_validation_0000169,72.36593582009716,Background
video_validation_0000169,6.6006062551993665,Background
video_validation_0000169,13.903578738635513,Background
